timestamp,open,high,low,close,volume
2020-01-30,9.7500,9.7500,9.4200,9.6700,1957200
2020-01-29,10.2200,10.2800,9.7800,9.9000,4397900
2020-01-28,10.2900,10.4000,9.9800,10.2000,2388100
2020-01-27,9.9600,10.1900,9.7700,10.1900,1657300
2020-01-23,10.1300,10.3800,10.0500,10.2000,2220800
2020-01-22,10.4200,10.4500,9.7700,10.1800,6030700
2020-01-21,10.3000,10.4500,10.2000,10.3000,1431200
2020-01-20,10.1900,10.3100,10.1200,10.3000,1527800
2020-01-17,9.9000,10.2500,9.9000,10.1600,2705700
2020-01-16,9.9300,10.0500,9.7700,9.9000,2509900
2020-01-15,9.7800,9.9300,9.7600,9.8500,1515500
2020-01-14,9.8000,9.9600,9.7000,9.8100,2711100
2020-01-13,9.3000,9.8300,9.2900,9.7600,6790000
2020-01-10,9.2700,9.3900,9.1400,9.3000,1134000
2020-01-09,9.3200,9.3200,9.1300,9.2800,2137900
2020-01-08,9.3100,9.3200,9.1100,9.2500,1330600
2020-01-07,9.3500,9.4500,9.2300,9.3000,930800
2020-01-06,9.5000,9.5000,9.2600,9.2900,1397400
2020-01-03,9.4000,9.6100,9.2200,9.5100,1179000
2020-01-02,9.9400,9.9400,9.5600,9.6900,1566700
2019-12-30,9.5800,9.8000,9.4000,9.5000,1916800
2019-12-27,9.6000,9.6400,9.2600,9.4400,882600
2019-12-26,9.1400,9.5000,9.1100,9.5000,1591900
2019-12-23,9.1100,9.1600,9.0100,9.0900,4998500
2019-12-20,9.3100,9.3100,8.8200,8.9600,6088300
2019-12-19,9.5900,9.5900,9.2600,9.4300,2136400
2019-12-18,9.5000,9.5500,9.2500,9.5000,1047900
2019-12-17,9.5500,9.6000,9.3100,9.4500,1835600
2019-12-16,9.8500,9.8900,9.2400,9.5500,2271600
2019-12-13,9.5000,9.7400,9.4200,9.7400,4368300
2019-12-12,8.9400,9.3800,8.9000,9.3500,3284300
2019-12-11,8.8500,8.9500,8.7500,8.9100,2082800
2019-12-10,8.6100,8.9500,8.5400,8.6800,2770200
2019-12-09,8.3700,8.6600,8.3700,8.5100,1106500
2019-12-06,8.3700,8.4600,8.2200,8.3500,5217100
2019-12-05,8.5300,8.5300,8.3000,8.3700,1230900
2019-12-04,8.5900,8.6300,8.3000,8.4900,2725200
2019-12-03,8.7600,8.8000,8.4900,8.5800,955700
2019-12-02,8.5100,8.7300,8.4400,8.5900,2430100
